country,weekly_count,year_week,year_month
Lithuania,63,2020-29,2020-07
Lithuania,76,2020-30,2020-07
Lithuania,102,2020-31,2020-08
Lithuania,142,2020-32,2020-08
Lithuania,164,2020-33,2020-08
Lithuania,219,2020-34,2020-08
Lithuania,239,2020-35,2020-08
Lithuania,209,2020-36,2020-09
Lithuania,252,2020-37,2020-09
Lithuania,409,2020-38,2020-09
Lithuania,641,2020-39,2020-09
Lithuania,800,2020-40,2020-10
Lithuania,937,2020-41,2020-10
Lithuania,1399,2020-42,2020-10
Lithuania,2663,2020-43,2020-10
Lithuania,5535,2020-44,2020-10
Lithuania,8980,2020-45,2020-11
Lithuania,10059,2020-46,2020-11
Lithuania,12289,2020-47,2020-11
Lithuania,14278,2020-48,2020-11
Lithuania,14711,2020-49,2020-12
Lithuania,18985,2020-50,2020-12
Lithuania,19466,2020-51,2020-12
Lithuania,17882,2020-52,2020-12
Lithuania,15618,2020-53,2020-12
Lithuania,12459,2021-01,2021-01
Lithuania,7546,2021-02,2021-01
Lithuania,9174,2021-03,2021-01
Lithuania,5727,2021-04,2021-01
Lithuania,4146,2021-05,2021-02
Lithuania,3898,2021-06,2021-02
Lithuania,3396,2021-07,2021-02
Lithuania,5065,2021-08,2021-02
Lithuania,3032,2021-09,2021-03
Lithuania,3214,2021-10,2021-03
Lithuania,3696,2021-11,2021-03
Lithuania,5025,2021-12,2021-03
Lithuania,5847,2021-13,2021-04
Lithuania,6571,2021-14,2021-04
Lithuania,7449,2021-15,2021-04
Lithuania,7640,2021-16,2021-04
Lithuania,8465,2021-17,2021-04
Lithuania,8286,2021-18,2021-05
Lithuania,7440,2021-19,2021-05
Lithuania,5619,2021-20,2021-05
Lithuania,3094,2021-21,2021-05
Lithuania,1983,2021-22,2021-06
Lithuania,1183,2021-23,2021-06
Lithuania,524,2021-24,2021-06
Lithuania,260,2021-25,2021-06
Lithuania,224,2021-26,2021-06
Lithuania,352,2021-27,2021-07
Lithuania,612,2021-28,2021-07
Lithuania,1370,2021-29,2021-07
Lithuania,2372,2021-30,2021-07
Lithuania,3287,2021-31,2021-08
Lithuania,3823,2021-32,2021-08
Lithuania,3942,2021-33,2021-08
Lithuania,4117,2021-34,2021-08
Lithuania,4867,2021-35,2021-08
Lithuania,6163,2021-36,2021-09
Lithuania,7997,2021-37,2021-09
Lithuania,10044,2021-38,2021-09
Lithuania,12184,2021-39,2021-09
Lithuania,14981,2021-40,2021-10
Lithuania,17524,2021-41,2021-10
Luxembourg,0,2020-01,2020-01
Luxembourg,0,2020-02,2020-01
Luxembourg,0,2020-03,2020-01
Luxembourg,0,2020-04,2020-01
Luxembourg,0,2020-05,2020-02
Luxembourg,0,2020-06,2020-02
Luxembourg,0,2020-07,2020-02
Luxembourg,0,2020-08,2020-02
Luxembourg,1,2020-09,2020-03
Luxembourg,4,2020-10,2020-03
Luxembourg,72,2020-11,2020-03
Luxembourg,721,2020-12,2020-03
Luxembourg,1152,2020-13,2020-04
Luxembourg,854,2020-14,2020-04
Luxembourg,477,2020-15,2020-04
Luxembourg,269,2020-16,2020-04
Luxembourg,173,2020-17,2020-04
Luxembourg,101,2020-18,2020-05
Luxembourg,62,2020-19,2020-05
Luxembourg,59,2020-20,2020-05
Luxembourg,47,2020-21,2020-05
Luxembourg,26,2020-22,2020-06
Luxembourg,21,2020-23,2020-06
Luxembourg,31,2020-24,2020-06
Luxembourg,50,2020-25,2020-06
Luxembourg,122,2020-26,2020-06
Luxembourg,280,2020-27,2020-07
Luxembourg,403,2020-28,2020-07
Luxembourg,558,2020-29,2020-07
Luxembourg,789,2020-30,2020-07
Luxembourg,423,2020-31,2020-08
Luxembourg,418,2020-32,2020-08
Luxembourg,326,2020-33,2020-08
Luxembourg,265,2020-34,2020-08
Luxembourg,-1079,2020-35,2020-08
Luxembourg,271,2020-36,2020-09
Luxembourg,298,2020-37,2020-09
Luxembourg,610,2020-38,2020-09
Luxembourg,553,2020-39,2020-09
Luxembourg,352,2020-40,2020-10
Luxembourg,651,2020-41,2020-10
Luxembourg,1286,2020-42,2020-10
Luxembourg,3558,2020-43,2020-10
Luxembourg,4578,2020-44,2020-10
Luxembourg,3699,2020-45,2020-11
Luxembourg,4063,2020-46,2020-11
Luxembourg,3789,2020-47,2020-11
Luxembourg,3640,2020-48,2020-11
Luxembourg,3711,2020-49,2020-12
Luxembourg,3588,2020-50,2020-12
Luxembourg,2795,2020-51,2020-12
Luxembourg,1782,2020-52,2020-12
Luxembourg,1070,2020-53,2020-12
Luxembourg,1065,2021-01,2021-01
Luxembourg,868,2021-02,2021-01
Luxembourg,852,2021-03,2021-01
Luxembourg,965,2021-04,2021-01
Luxembourg,1179,2021-05,2021-02
Luxembourg,1036,2021-06,2021-02
Luxembourg,1254,2021-07,2021-02
Luxembourg,1287,2021-08,2021-02
Luxembourg,1221,2021-09,2021-03
Luxembourg,1231,2021-10,2021-03
Luxembourg,1539,2021-11,2021-03
Luxembourg,1339,2021-12,2021-03
Luxembourg,1605,2021-13,2021-04
Luxembourg,1290,2021-14,2021-04
Luxembourg,1303,2021-15,2021-04
Luxembourg,1249,2021-16,2021-04
Luxembourg,1195,2021-17,2021-04
Luxembourg,894,2021-18,2021-05
Luxembourg,737,2021-19,2021-05
Luxembourg,579,2021-20,2021-05
Luxembourg,282,2021-21,2021-05
Luxembourg,293,2021-22,2021-06
Luxembourg,224,2021-23,2021-06
Luxembourg,110,2021-24,2021-06
Luxembourg,84,2021-25,2021-06
Luxembourg,431,2021-26,2021-06
Luxembourg,979,2021-27,2021-07
Luxembourg,749,2021-28,2021-07
Luxembourg,653,2021-29,2021-07
Luxembourg,458,2021-30,2021-07
Luxembourg,392,2021-31,2021-08
Luxembourg,333,2021-32,2021-08
Luxembourg,390,2021-33,2021-08
Luxembourg,687,2021-34,2021-08
Luxembourg,430,2021-35,2021-08
Luxembourg,530,2021-36,2021-09
Luxembourg,557,2021-37,2021-09
Luxembourg,573,2021-38,2021-09
Luxembourg,564,2021-39,2021-09
Luxembourg,692,2021-40,2021-10
Luxembourg,702,2021-41,2021-10
Malta,3,2020-10,2020-03
Malta,27,2020-11,2020-03
Malta,77,2020-12,2020-03
Malta,49,2020-13,2020-04
Malta,85,2020-14,2020-04
Malta,143,2020-15,2020-04
Malta,47,2020-16,2020-04
Malta,18,2020-17,2020-04
Malta,30,2020-18,2020-05
Malta,23,2020-19,2020-05
Malta,55,2020-20,2020-05
Malta,53,2020-21,2020-05
Malta,8,2020-22,2020-06
Malta,11,2020-23,2020-06
Malta,20,2020-24,2020-06
Malta,15,2020-25,2020-06
Malta,5,2020-26,2020-06
Malta,2,2020-27,2020-07
Malta,2,2020-28,2020-07
Malta,2,2020-29,2020-07
Malta,24,2020-30,2020-07
Malta,84,2020-31,2020-08
Malta,223,2020-32,2020-08
Malta,367,2020-33,2020-08
Malta,295,2020-34,2020-08
Malta,217,2020-35,2020-08
Malta,192,2020-36,2020-09
Malta,329,2020-37,2020-09
Malta,371,2020-38,2020-09
Malta,230,2020-39,2020-09
Malta,311,2020-40,2020-10
Malta,517,2020-41,2020-10
Malta,894,2020-42,2020-10
Malta,838,2020-43,2020-10
Malta,823,2020-44,2020-10
Malta,842,2020-45,2020-11
Malta,894,2020-46,2020-11
Malta,867,2020-47,2020-11
Malta,869,2020-48,2020-11
Malta,786,2020-49,2020-12
Malta,595,2020-50,2020-12
Malta,548,2020-51,2020-12
Malta,624,2020-52,2020-12
Malta,804,2020-53,2020-12
Malta,1299,2021-01,2021-01
Malta,1213,2021-02,2021-01
Malta,1119,2021-03,2021-01
Malta,1021,2021-04,2021-01
Malta,896,2021-05,2021-02
Malta,1132,2021-06,2021-02
Malta,1140,2021-07,2021-02
Malta,1908,2021-08,2021-02
Malta,1854,2021-09,2021-03
Malta,2205,2021-10,2021-03
Malta,1348,2021-11,2021-03
Malta,584,2021-12,2021-03
Malta,350,2021-13,2021-04
Malta,377,2021-14,2021-04
Malta,319,2021-15,2021-04
Malta,195,2021-16,2021-04
Malta,147,2021-17,2021-04
Malta,83,2021-18,2021-05
Malta,22,2021-19,2021-05
Malta,23,2021-20,2021-05
Malta,34,2021-21,2021-05
Malta,29,2021-22,2021-06
Malta,10,2021-23,2021-06
Malta,13,2021-24,2021-06
Malta,23,2021-25,2021-06
Malta,57,2021-26,2021-06
Malta,705,2021-27,2021-07
Malta,1439,2021-28,2021-07
Malta,1071,2021-29,2021-07
Malta,604,2021-30,2021-07
Malta,445,2021-31,2021-08
Malta,478,2021-32,2021-08
Malta,451,2021-33,2021-08
Malta,308,2021-34,2021-08
Malta,391,2021-35,2021-08
Malta,281,2021-36,2021-09
Malta,201,2021-37,2021-09
Malta,109,2021-38,2021-09
Malta,118,2021-39,2021-09
Malta,137,2021-40,2021-10
Malta,108,2021-41,2021-10
Moldova,23,2020-11,2020-03
Moldova,71,2020-12,2020-03
Moldova,169,2020-13,2020-04
Moldova,601,2020-14,2020-04
Moldova,798,2020-15,2020-04
Moldova,810,2020-16,2020-04
Moldova,936,2020-17,2020-04
Moldova,713,2020-18,2020-05
Moldova,806,2020-19,2020-05
Moldova,1133,2020-20,2020-05
Moldova,1033,2020-21,2020-05
Moldova,1158,2020-22,2020-06
Moldova,1449,2020-23,2020-06
Moldova,2040,2020-24,2020-06
Moldova,2460,2020-25,2020-06
Moldova,2050,2020-26,2020-06
Moldova,1564,2020-27,2020-07
Moldova,1568,2020-28,2020-07
Moldova,1598,2020-29,2020-07
Moldova,2054,2020-30,2020-07
Moldova,2328,2020-31,2020-08
Moldova,2298,2020-32,2020-08
Moldova,2523,2020-33,2020-08
Moldova,3295,2020-34,2020-08
Moldova,3222,2020-35,2020-08
Moldova,3097,2020-36,2020-09
Moldova,3181,2020-37,2020-09
Moldova,3618,2020-38,2020-09
Moldova,4279,2020-39,2020-09
Moldova,5704,2020-40,2020-10
Moldova,5572,2020-41,2020-10
Moldova,4899,2020-42,2020-10
Moldova,4453,2020-43,2020-10
Moldova,5079,2020-44,2020-10
Moldova,5764,2020-45,2020-11
Moldova,6933,2020-46,2020-11
Moldova,8662,2020-47,2020-11
Moldova,9076,2020-48,2020-11
Moldova,9618,2020-49,2020-12
Moldova,9883,2020-50,2020-12
Moldova,8689,2020-51,2020-12
Moldova,6148,2020-52,2020-12
Moldova,4518,2020-53,2020-12
Moldova,3518,2021-01,2021-01
Moldova,3463,2021-02,2021-01
Moldova,3348,2021-03,2021-01
Moldova,3602,2021-04,2021-01
Moldova,4765,2021-05,2021-02
Moldova,5617,2021-06,2021-02
Moldova,6566,2021-07,2021-02
Moldova,8701,2021-08,2021-02
Moldova,9799,2021-09,2021-03
Moldova,9211,2021-10,2021-03
Moldova,10571,2021-11,2021-03
Moldova,11487,2021-12,2021-03
Moldova,8566,2021-13,2021-04
Moldova,6130,2021-14,2021-04
Moldova,4680,2021-15,2021-04
Moldova,3242,2021-16,2021-04
Moldova,2196,2021-17,2021-04
Moldova,1414,2021-18,2021-05
Moldova,1096,2021-19,2021-05
Moldova,831,2021-20,2021-05
Moldova,469,2021-21,2021-05
Moldova,308,2021-22,2021-06
Moldova,344,2021-23,2021-06
Moldova,343,2021-24,2021-06
Moldova,419,2021-25,2021-06
Moldova,411,2021-26,2021-06
Moldova,497,2021-27,2021-07
Moldova,540,2021-28,2021-07
Moldova,617,2021-29,2021-07
Moldova,925,2021-30,2021-07
Moldova,1081,2021-31,2021-08
Moldova,1414,2021-32,2021-08
Moldova,2388,2021-33,2021-08
Moldova,2556,2021-34,2021-08
Moldova,3231,2021-35,2021-08
Moldova,4593,2021-36,2021-09
Moldova,6888,2021-37,2021-09
Moldova,7325,2021-38,2021-09
Moldova,8207,2021-39,2021-09
Moldova,9415,2021-40,2021-10
Moldova,9882,2021-41,2021-10
Monaco,0,2020-01,2020-01
Monaco,0,2020-02,2020-01
Monaco,0,2020-03,2020-01
Monaco,0,2020-04,2020-01
Monaco,0,2020-05,2020-02
Monaco,0,2020-06,2020-02
Monaco,0,2020-07,2020-02
Monaco,0,2020-08,2020-02
Monaco,1,2020-09,2020-03
Monaco,0,2020-10,2020-03
Monaco,8,2020-11,2020-03
Monaco,11,2020-12,2020-03
Monaco,15,2020-13,2020-04
Monaco,16,2020-14,2020-04
Monaco,13,2020-15,2020-04
Monaco,1,2020-16,2020-04
Monaco,0,2020-17,2020-04
Monaco,1,2020-18,2020-05
Monaco,0,2020-19,2020-05
Monaco,0,2020-20,2020-05
Monaco,1,2020-21,2020-05
Monaco,0,2020-22,2020-06
Monaco,0,2020-23,2020-06
Monaco,0,2020-24,2020-06
Monaco,1,2020-25,2020-06
Monaco,2,2020-26,2020-06
Monaco,5,2020-27,2020-07
Monaco,1,2020-28,2020-07
Monaco,0,2020-29,2020-07
Monaco,5,2020-30,2020-07
Monaco,3,2020-31,2020-08
Monaco,10,2020-32,2020-08
Monaco,5,2020-33,2020-08
Monaco,12,2020-34,2020-08
Monaco,20,2020-35,2020-08
Monaco,17,2020-36,2020-09
Monaco,23,2020-37,2020-09
Monaco,22,2020-38,2020-09
Monaco,17,2020-39,2020-09
Monaco,12,2020-40,2020-10
Monaco,12,2020-41,2020-10
Monaco,31,2020-42,2020-10
Monaco,41,2020-43,2020-10
Monaco,60,2020-44,2020-10
Monaco,120,2020-45,2020-11
Monaco,62,2020-46,2020-11
Monaco,34,2020-47,2020-11
Monaco,26,2020-48,2020-11
Monaco,30,2020-49,2020-12
Monaco,30,2020-50,2020-12
Monaco,60,2020-51,2020-12
Monaco,75,2020-52,2020-12
Monaco,104,2020-53,2020-12
Monaco,150,2021-01,2021-01
Monaco,148,2021-02,2021-01
Monaco,152,2021-03,2021-01
Monaco,132,2021-04,2021-01
Monaco,166,2021-05,2021-02
Monaco,105,2021-06,2021-02
Monaco,110,2021-07,2021-02
Monaco,86,2021-08,2021-02
Monaco,67,2021-09,2021-03
Monaco,84,2021-10,2021-03
Monaco,66,2021-11,2021-03
Monaco,86,2021-12,2021-03
Monaco,70,2021-13,2021-04
Monaco,46,2021-14,2021-04
Monaco,24,2021-15,2021-04
Monaco,40,2021-16,2021-04
Monaco,18,2021-17,2021-04
Monaco,22,2021-18,2021-05
Monaco,14,2021-19,2021-05
Monaco,8,2021-20,2021-05
Monaco,3,2021-21,2021-05
Monaco,4,2021-22,2021-06
Monaco,17,2021-23,2021-06
Monaco,23,2021-24,2021-06
Monaco,23,2021-25,2021-06
Monaco,16,2021-26,2021-06
Monaco,35,2021-27,2021-07
Monaco,60,2021-28,2021-07
Monaco,103,2021-29,2021-07
Monaco,106,2021-30,2021-07
Monaco,95,2021-31,2021-08
Monaco,73,2021-32,2021-08
Monaco,74,2021-33,2021-08
Monaco,50,2021-34,2021-08
Monaco,57,2021-35,2021-08
Monaco,36,2021-36,2021-09
Monaco,14,2021-37,2021-09
Monaco,13,2021-38,2021-09
Monaco,14,2021-39,2021-09
Monaco,19,2021-40,2021-10
Monaco,27,2021-41,2021-10
Montenegro,21,2020-12,2020-03
Montenegro,64,2020-13,2020-04
Montenegro,129,2020-14,2020-04
Montenegro,58,2020-15,2020-04
Montenegro,36,2020-16,2020-04
Montenegro,13,2020-17,2020-04
Montenegro,1,2020-18,2020-05
Montenegro,2,2020-19,2020-05
Montenegro,0,2020-20,2020-05
Montenegro,0,2020-21,2020-05
Montenegro,0,2020-22,2020-06
Montenegro,0,2020-23,2020-06
Montenegro,1,2020-24,2020-06
Montenegro,37,2020-25,2020-06
Montenegro,119,2020-26,2020-06
Montenegro,300,2020-27,2020-07
Montenegro,440,2020-28,2020-07
Montenegro,550,2020-29,2020-07
Montenegro,798,2020-30,2020-07
Montenegro,689,2020-31,2020-08
Montenegro,360,2020-32,2020-08
Montenegro,417,2020-33,2020-08
Montenegro,308,2020-34,2020-08
Montenegro,447,2020-35,2020-08
Montenegro,763,2020-36,2020-09
Montenegro,1159,2020-37,2020-09
Montenegro,1900,2020-38,2020-09
Montenegro,1701,2020-39,2020-09
Montenegro,1814,2020-40,2020-10
Montenegro,1742,2020-41,2020-10
Montenegro,1746,2020-42,2020-10
Montenegro,1182,2020-43,2020-10
Montenegro,1917,2020-44,2020-10
Montenegro,4091,2020-45,2020-11
Montenegro,4372,2020-46,2020-11
Montenegro,3885,2020-47,2020-11
Montenegro,3819,2020-48,2020-11
Montenegro,3365,2020-49,2020-12
Montenegro,3180,2020-50,2020-12
Montenegro,2529,2020-51,2020-12
Montenegro,2739,2020-52,2020-12
Montenegro,2501,2020-53,2020-12
Montenegro,3236,2021-01,2021-01
Montenegro,3062,2021-02,2021-01
Montenegro,2823,2021-03,2021-01
Montenegro,3343,2021-04,2021-01
Montenegro,3568,2021-05,2021-02
Montenegro,3694,2021-06,2021-02
Montenegro,3074,2021-07,2021-02
Montenegro,3838,2021-08,2021-02
Montenegro,4358,2021-09,2021-03
Montenegro,3502,2021-10,2021-03
Montenegro,3519,2021-11,2021-03
Montenegro,2871,2021-12,2021-03
Montenegro,2436,2021-13,2021-04
Montenegro,1900,2021-14,2021-04
Montenegro,1132,2021-15,2021-04
Montenegro,1109,2021-16,2021-04
Montenegro,1058,2021-17,2021-04
Montenegro,585,2021-18,2021-05
Montenegro,595,2021-19,2021-05
Montenegro,350,2021-20,2021-05
Montenegro,357,2021-21,2021-05
Montenegro,207,2021-22,2021-06
Montenegro,144,2021-23,2021-06
Montenegro,119,2021-24,2021-06
Montenegro,115,2021-25,2021-06
Montenegro,137,2021-26,2021-06
Montenegro,161,2021-27,2021-07
Montenegro,202,2021-28,2021-07
Montenegro,440,2021-29,2021-07
Montenegro,962,2021-30,2021-07
Montenegro,1630,2021-31,2021-08
Montenegro,2771,2021-32,2021-08
Montenegro,3469,2021-33,2021-08
Montenegro,4402,2021-34,2021-08
Montenegro,3740,2021-35,2021-08
Montenegro,3804,2021-36,2021-09
Montenegro,4776,2021-37,2021-09
Montenegro,2964,2021-38,2021-09
Montenegro,3048,2021-39,2021-09
Montenegro,2602,2021-40,2021-10
Montenegro,2471,2021-41,2021-10
Netherlands,0,2020-01,2020-01
Netherlands,0,2020-02,2020-01
Netherlands,0,2020-03,2020-01
Netherlands,0,2020-04,2020-01
Netherlands,0,2020-05,2020-02
Netherlands,0,2020-06,2020-02
Netherlands,0,2020-07,2020-02
Netherlands,0,2020-08,2020-02
Netherlands,13,2020-09,2020-03
Netherlands,252,2020-10,2020-03
Netherlands,870,2020-11,2020-03
Netherlands,3069,2020-12,2020-03
Netherlands,6662,2020-13,2020-04
Netherlands,6985,2020-14,2020-04
Netherlands,7736,2020-15,2020-04
Netherlands,7068,2020-16,2020-04
Netherlands,5190,2020-17,2020-04
Netherlands,2726,2020-18,2020-05
Netherlands,2056,2020-19,2020-05
Netherlands,1368,2020-20,2020-05
Netherlands,1241,2020-21,2020-05
Netherlands,1206,2020-22,2020-06
Netherlands,1132,2020-23,2020-06
Netherlands,1209,2020-24,2020-06
Netherlands,810,2020-25,2020-06
Netherlands,554,2020-26,2020-06
Netherlands,474,2020-27,2020-07
Netherlands,401,2020-28,2020-07
Netherlands,703,2020-29,2020-07
Netherlands,1221,2020-30,2020-07
Netherlands,2097,2020-31,2020-08
Netherlands,3521,2020-32,2020-08
Netherlands,4379,2020-33,2020-08
Netherlands,3547,2020-34,2020-08
Netherlands,3581,2020-35,2020-08
Netherlands,4644,2020-36,2020-09
Netherlands,7308,2020-37,2020-09
Netherlands,11661,2020-38,2020-09
Netherlands,17826,2020-39,2020-09
Netherlands,24239,2020-40,2020-10
Netherlands,38701,2020-41,2020-10
Netherlands,53784,2020-42,2020-10
Netherlands,62691,2020-43,2020-10
Netherlands,68512,2020-44,2020-10
Netherlands,50136,2020-45,2020-11
Netherlands,37762,2020-46,2020-11
Netherlands,36725,2020-47,2020-11
Netherlands,34213,2020-48,2020-11
Netherlands,38280,2020-49,2020-12
Netherlands,56193,2020-50,2020-12
Netherlands,76154,2020-51,2020-12
Netherlands,80594,2020-52,2020-12
Netherlands,50699,2020-53,2020-12
Netherlands,57026,2021-01,2021-01
Netherlands,38967,2021-02,2021-01
Netherlands,35590,2021-03,2021-01
Netherlands,28671,2021-04,2021-01
Netherlands,26270,2021-05,2021-02
Netherlands,24069,2021-06,2021-02
Netherlands,28657,2021-07,2021-02
Netherlands,28384,2021-08,2021-02
Netherlands,31311,2021-09,2021-03
Netherlands,37029,2021-10,2021-03
Netherlands,44403,2021-11,2021-03
Netherlands,50962,2021-12,2021-03
Netherlands,49757,2021-13,2021-04
Netherlands,48484,2021-14,2021-04
Netherlands,53179,2021-15,2021-04
Netherlands,57348,2021-16,2021-04
Netherlands,46473,2021-17,2021-04
Netherlands,52463,2021-18,2021-05
Netherlands,38178,2021-19,2021-05
Netherlands,28081,2021-20,2021-05
Netherlands,21131,2021-21,2021-05
Netherlands,15901,2021-22,2021-06
Netherlands,9899,2021-23,2021-06
Netherlands,6294,2021-24,2021-06
Netherlands,4330,2021-25,2021-06
Netherlands,5813,2021-26,2021-06
Netherlands,39110,2021-27,2021-07
Netherlands,70112,2021-28,2021-07
Netherlands,44977,2021-29,2021-07
Netherlands,24397,2021-30,2021-07
Netherlands,18043,2021-31,2021-08
Netherlands,16114,2021-32,2021-08
Netherlands,16920,2021-33,2021-08
Netherlands,17830,2021-34,2021-08
Netherlands,17661,2021-35,2021-08
Netherlands,16716,2021-36,2021-09
Netherlands,14024,2021-37,2021-09
Netherlands,11614,2021-38,2021-09
Netherlands,11547,2021-39,2021-09
Netherlands,16143,2021-40,2021-10
Netherlands,23570,2021-41,2021-10
North Macedonia,0,2020-01,2020-01
North Macedonia,0,2020-02,2020-01
North Macedonia,0,2020-03,2020-01
North Macedonia,0,2020-04,2020-01
North Macedonia,0,2020-05,2020-02
North Macedonia,0,2020-06,2020-02
North Macedonia,0,2020-07,2020-02
North Macedonia,0,2020-08,2020-02
North Macedonia,1,2020-09,2020-03
North Macedonia,2,2020-10,2020-03
North Macedonia,10,2020-11,2020-03
North Macedonia,101,2020-12,2020-03
North Macedonia,145,2020-13,2020-04
North Macedonia,224,2020-14,2020-04
North Macedonia,345,2020-15,2020-04
North Macedonia,379,2020-16,2020-04
North Macedonia,179,2020-17,2020-04
North Macedonia,125,2020-18,2020-05
North Macedonia,131,2020-19,2020-05
North Macedonia,150,2020-20,2020-05
North Macedonia,186,2020-21,2020-05
North Macedonia,248,2020-22,2020-06
North Macedonia,802,2020-23,2020-06
North Macedonia,1029,2020-24,2020-06
North Macedonia,1049,2020-25,2020-06
North Macedonia,986,2020-26,2020-06
North Macedonia,954,2020-27,2020-07
North Macedonia,1065,2020-28,2020-07
North Macedonia,1021,2020-29,2020-07
North Macedonia,954,2020-30,2020-07
North Macedonia,968,2020-31,2020-08
North Macedonia,802,2020-32,2020-08
North Macedonia,883,2020-33,2020-08
North Macedonia,775,2020-34,2020-08
North Macedonia,413,2020-35,2020-08
North Macedonia,835,2020-36,2020-09
North Macedonia,932,2020-37,2020-09
North Macedonia,1041,2020-38,2020-09
North Macedonia,894,2020-39,2020-09
North Macedonia,973,2020-40,2020-10
North Macedonia,2335,2020-41,2020-10
North Macedonia,2691,2020-42,2020-10
North Macedonia,3326,2020-43,2020-10
North Macedonia,5482,2020-44,2020-10
North Macedonia,7324,2020-45,2020-11
North Macedonia,7290,2020-46,2020-11
North Macedonia,7693,2020-47,2020-11
North Macedonia,6800,2020-48,2020-11
North Macedonia,6425,2020-49,2020-12
North Macedonia,5670,2020-50,2020-12
North Macedonia,4667,2020-51,2020-12
North Macedonia,3499,2020-52,2020-12
North Macedonia,2220,2020-53,2020-12
North Macedonia,2470,2021-01,2021-01
North Macedonia,2444,2021-02,2021-01
North Macedonia,1716,2021-03,2021-01
North Macedonia,2039,2021-04,2021-01
North Macedonia,2105,2021-05,2021-02
North Macedonia,2254,2021-06,2021-02
North Macedonia,2233,2021-07,2021-02
North Macedonia,3502,2021-08,2021-02
North Macedonia,4376,2021-09,2021-03
North Macedonia,5483,2021-10,2021-03
North Macedonia,6732,2021-11,2021-03
North Macedonia,7560,2021-12,2021-03
North Macedonia,7196,2021-13,2021-04
North Macedonia,7710,2021-14,2021-04
North Macedonia,5250,2021-15,2021-04
North Macedonia,3494,2021-16,2021-04
North Macedonia,2097,2021-17,2021-04
North Macedonia,1341,2021-18,2021-05
North Macedonia,672,2021-19,2021-05
North Macedonia,365,2021-20,2021-05
North Macedonia,209,2021-21,2021-05
North Macedonia,146,2021-22,2021-06
North Macedonia,118,2021-23,2021-06
North Macedonia,88,2021-24,2021-06
North Macedonia,49,2021-25,2021-06
North Macedonia,43,2021-26,2021-06
North Macedonia,86,2021-27,2021-07
North Macedonia,129,2021-28,2021-07
North Macedonia,155,2021-29,2021-07
North Macedonia,366,2021-30,2021-07
North Macedonia,1573,2021-31,2021-08
North Macedonia,4139,2021-32,2021-08
North Macedonia,6708,2021-33,2021-08
North Macedonia,6458,2021-34,2021-08
North Macedonia,4715,2021-35,2021-08
North Macedonia,3478,2021-36,2021-09
North Macedonia,3391,2021-37,2021-09
North Macedonia,2973,2021-38,2021-09
North Macedonia,2591,2021-39,2021-09
North Macedonia,2413,2021-40,2021-10
North Macedonia,2200,2021-41,2021-10
Norway,0,2020-01,2020-01
Norway,0,2020-02,2020-01
Norway,0,2020-03,2020-01
Norway,0,2020-04,2020-01
Norway,0,2020-05,2020-02
Norway,0,2020-06,2020-02
Norway,0,2020-07,2020-02
Norway,0,2020-08,2020-02
Norway,19,2020-09,2020-03
Norway,150,2020-10,2020-03
Norway,908,2020-11,2020-03
Norway,1055,2020-12,2020-03
Norway,1970,2020-13,2020-04
Norway,1538,2020-14,2020-04
Norway,775,2020-15,2020-04
Norway,653,2020-16,2020-04
Norway,437,2020-17,2020-04
Norway,304,2020-18,2020-05
Norway,290,2020-19,2020-05
Norway,98,2020-20,2020-05
Norway,112,2020-21,2020-05
Norway,102,2020-22,2020-06
Norway,93,2020-23,2020-06
Norway,102,2020-24,2020-06
Norway,102,2020-25,2020-06
Norway,107,2020-26,2020-06
Norway,80,2020-27,2020-07
Norway,70,2020-28,2020-07
Norway,50,2020-29,2020-07
Norway,70,2020-30,2020-07
Norway,123,2020-31,2020-08
Norway,260,2020-32,2020-08
Norway,382,2020-33,2020-08
Norway,347,2020-34,2020-08
Norway,346,2020-35,2020-08
Norway,577,2020-36,2020-09
Norway,746,2020-37,2020-09
Norway,779,2020-38,2020-09
Norway,761,2020-39,2020-09
Norway,743,2020-40,2020-10
Norway,1072,2020-41,2020-10
Norway,915,2020-42,2020-10
Norway,1096,2020-43,2020-10
Norway,2331,2020-44,2020-10
Norway,3662,2020-45,2020-11
Norway,4001,2020-46,2020-11
Norway,4212,2020-47,2020-11
Norway,3309,2020-48,2020-11
Norway,2624,2020-49,2020-12
Norway,3632,2020-50,2020-12
Norway,1772,2020-51,2020-12
Norway,4282,2020-52,2020-12
Norway,3658,2020-53,2020-12
Norway,4758,2021-01,2021-01
Norway,3178,2021-02,2021-01
Norway,2431,2021-03,2021-01
Norway,1884,2021-04,2021-01
Norway,1806,2021-05,2021-02
Norway,1729,2021-06,2021-02
Norway,2030,2021-07,2021-02
Norway,2471,2021-08,2021-02
Norway,3938,2021-09,2021-03
Norway,5500,2021-10,2021-03
Norway,6499,2021-11,2021-03
Norway,6206,2021-12,2021-03
Norway,5529,2021-13,2021-04
Norway,4946,2021-14,2021-04
Norway,3890,2021-15,2021-04
Norway,3101,2021-16,2021-04
Norway,2857,2021-17,2021-04
Norway,2973,2021-18,2021-05
Norway,2816,2021-19,2021-05
Norway,3115,2021-20,2021-05
Norway,2408,2021-21,2021-05
Norway,2037,2021-22,2021-06
Norway,1262,2021-23,2021-06
Norway,1253,2021-24,2021-06
Norway,1287,2021-25,2021-06
Norway,1326,2021-26,2021-06
Norway,1250,2021-27,2021-07
